bridge_id,bauwerksart_text,baustoffklasse,laenge,breite,baujahr,traffic_dtv_latest,traffic_dtv_mean,zustandsnote,zustandsnotenklasse,gis_ort,gis_kreis,gis_bundesland,geom_x,geom_y
6822512._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,52.0,6.0,1969,61060.0,60388.75,3.0,3.0  -  3.4,Schwabbach                                        ,Hohenlohekreis                                                                  ,BW,1047000.2754000016,6304968.163400002
6822513._1,Plattenbrücke                                                                   ,Spannbeton,19.3,16.75,1969,61060.0,60388.75,2.0,2.0  -  2.4,Schwabbach                                        ,Hohenlohekreis                                                                  ,BW,1047753.4182999992,6305416.738899998
6822513._2,Plattenbrücke                                                                   ,Spannbeton,19.3,16.75,1969,61060.0,60388.75,2.2,2.0  -  2.4,Schwabbach                                        ,Hohenlohekreis                                                                  ,BW,1047758.6024000013,6305422.072099999
6822514._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,5.0,52.46,1969,61060.0,60388.75,2.2,2.0  -  2.4,Schwabbach                                        ,Hohenlohekreis                                                                  ,BW,1047823.8302999996,6305496.7773
6822515._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,4.9,18.8,1969,61060.0,60388.75,1.4,1.0  -  1.4,Schwabbach                                        ,Hohenlohekreis                                                                  ,BW,1047704.699000001,6305551.809600003
6822516._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,5.0,21.0,1969,61060.0,60388.75,1.5,1.5  -  1.9,Schwabbach                                        ,Hohenlohekreis                                                                  ,BW,1047967.4847000018,6305404.844499998
6822587._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,56.02,12.25,1975,61060.0,60388.75,2.8,2.5  -  2.9,Schwabbach                                        ,Hohenlohekreis                                                                  ,BW,1048223.0262999982,6306602.203699999
6822588._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,62.53,6.5,1975,61060.0,60388.75,3.0,3.0  -  3.4,Bitzfeld                                          ,Hohenlohekreis                                                                  ,BW,1049178.9235000014,6307805.003899999
6822589._1,Hohlkastenbrücke                                                                ,Spannbeton,210.0,15.25,1973,61060.0,60388.75,2.4,2.0  -  2.4,Bitzfeld                                          ,Hohenlohekreis                                                                  ,BW,1050509.3438999988,6308104.638300002
6822589._2,Hohlkastenbrücke                                                                ,Spannbeton,210.0,15.25,1973,61060.0,60388.75,2.4,2.0  -  2.4,Bitzfeld                                          ,Hohenlohekreis                                                                  ,BW,1050509.3438999988,6308104.638300002
6824629._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,48.44,9.0,1978,,,2.2,2.0  -  2.4,Brachbach                                         ,Schwäbisch Hall                                                                 ,BW,1082778.9151999988,6307000.120099999
6822590._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,11.1,33.6,1972,61060.0,60388.75,2.4,2.0  -  2.4,Bitzfeld                                          ,Hohenlohekreis                                                                  ,BW,1051913.4640000015,6308335.442599997
6822593._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,2.8,49.15,1973,36279.0,36163.47368421053,2.0,2.0  -  2.4,"Hölzern, Gde. Eberstadt                           ",Heilbronn                                                                       ,BW,1040418.2173999996,6306726.658500001
6822622._0,Brücke als geschlossener Rahmen                                                 ,Beton/Stahlbeton,3.8,14.97,2003,,,2.0,2.0  -  2.4,Hößlinsülz bei Löwenstein                         ,Heilbronn                                                                       ,BW,1042903.1559999996,6295172.269199997
6824501._0,Bogenbrücke als Mischsystem                                                     ,Beton/Stahlbeton,5.65,25.8,1946,,,2.6,2.5  -  2.9,bei Westernach                                    ,Hohenlohekreis                                                                  ,BW,1079411.7751000002,6307025.737899996
6824502._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,6.18,10.09,1937,,,2.0,2.0  -  2.4,bei Westernach                                    ,Hohenlohekreis                                                                  ,BW,1078589.288899999,6308490.499899998
6824503._0,Brücke als offener Rahmen                                                       ,Beton/Stahlbeton,2.9,9.25,1935,,,3.0,3.0  -  3.4,bei Westernach                                    ,Hohenlohekreis                                                                  ,BW,1078558.0735,6308555.147
6824534._0,Plattenbrücke                                                                   ,Beton/Stahlbeton,6.44,10.0,1984,,,2.5,2.5  -  2.9,Übrigshausen                                      ,Schwäbisch Hall                                                                 ,BW,1081231.0494000018,6304208.425300002
6824631._0,"Plattenbalkenbrücke, Trägerrostbrücke                                           ",Spannbeton,46.99,9.0,1976,,,2.5,2.5  -  2.9,Herdtlingshagen                                   ,Schwäbisch Hall                                                                 ,BW,1085525.9426999986,6305776.691500001
6824632._1,Plattenbrücke                                                                   ,Spannbeton,11.5,14.99,1977,,,1.7,1.5  -  1.9,Rückertsbronn                                     ,Schwäbisch Hall                                                                 ,BW,1087385.9519000016,6305629.288199998
